 LIST OF OBSOLETE COORDINATE ENTRIES AND SUCCESSORS
OBSLTE    13-JAN-99 1CUM     1BKJ
OBSLTE    29-OCT-14 1CX0     4PR6
OBSLTE    14-OCT-98 1CXG     2CXG
OBSLTE    02-AUG-00 1CXS     1EU1
OBSLTE    02-AUG-00 1CXT     1EU1
OBSLTE    15-OCT-94 1CY3     2CY3
OBSLTE    11-JUL-96 1CYH     2CYH
OBSLTE    21-JAN-86 1CYP     2CYP
OBSLTE    16-SEP-80 1CYT     3CYT
OBSLTE    14-MAR-06 1D4G     1K0U
OBSLTE    21-JUN-00 1D4Q     1C8P
OBSLTE    15-OCT-95 1D55     2D55
OBSLTE    13-DEC-00 1D5K     1GH8
OBSLTE    20-JAN-04 1D8R     1VJ3
OBSLTE    27-DEC-00 1D9B     1HN9
OBSLTE    13-MAY-03 1D9T     1NE7
OBSLTE    28-JAN-03 1DB0     1H1V
OBSLTE    08-APR-03 1DB7     1O3Q
OBSLTE    08-APR-03 1DB8     1O3R
OBSLTE    08-APR-03 1DB9     1O3S
OBSLTE    08-APR-03 1DBC     1O3T
OBSLTE    25-FEB-03 1DDC     1H21
OBSLTE    07-FEB-01 1DDQ     1HQM
OBSLTE    25-MAR-03 1DER     1KP8
OBSLTE    09-FEB-10 1DF9     
OBSLTE    21-OCT-82 1DFR     3DFR
OBSLTE    23-JAN-03 1DGA     1NM1
OBSLTE    30-MAR-04 1DGT     1V9P
OBSLTE    15-MAY-02 1DGY     1LII
OBSLTE    15-MAY-02 1DH0     1LIK
OBSLTE    15-MAY-02 1DH1     1LIJ
OBSLTE    12-JUN-02 1DH2     1LIO
OBSLTE    07-JUN-77 1DHB     2DHB
OBSLTE    11-NOV-03 1DHX     1P2Z
OBSLTE    09-DEC-98 1DIJ     2DIJ
OBSLTE    09-OCT-00 1DJ4     
OBSLTE    07-DEC-01 1DKV     1KFU
OBSLTE    26-JUN-02 1DLX     1LY7
OBSLTE    25-MAR-08 1DN1     3C98
OBSLTE    20-NOV-00 1DOO     1E94
OBSLTE    26-JAN-95 1DRI     2DRI
OBSLTE    21-JAN-03 1DRQ     1LT0
OBSLTE    30-NOV-04 1DSH     1Y0D
OBSLTE    22-JAN-01 1DT8     
OBSLTE    20-AUG-97 1DTR     2DTR
OBSLTE    23-MAR-11 1DU7     2X9D
OBSLTE    11-DEC-00 1DW7     1GH9
OBSLTE    26-SEP-03 1DYV     1UN2
OBSLTE    27-JUL-06 1DZS     2IZ9
OBSLTE    05-NOV-03 1E01     1E0G
OBSLTE    20-JUL-01 1E0I     1GKB
OBSLTE    12-JUN-00 1E13     
OBSLTE    03-OCT-00 1E1B     1E5U
OBSLTE    22-MAR-99 1E2C     2E2C
OBSLTE    20-MAY-03 1E3N     1OGX
OBSLTE    08-APR-05 1E53     1Z60
OBSLTE    18-AUG-05 1E6T     2BU1
OBSLTE    27-MAR-03 1E7T     1GK6
OBSLTE    07-NOV-05 1E7X     2C4Q
OBSLTE    12-MAR-97 1ECK     2ECK
OBSLTE    30-AUG-00 1EEE     1FLG
OBSLTE    17-APR-00 1EH0     1EUP
OBSLTE    29-JAN-03 1EIM     1KW9
OBSLTE    08-NOV-96 1EIP     2EIP
OBSLTE    09-AUG-00 1EJK     
OBSLTE    30-OCT-00 1EKC     1G1X
OBSLTE    15-MAR-05 1EKT     1Z0R
OBSLTE    18-JUL-01 1EN0     1I3Q
OBSLTE    15-OCT-94 1END     2END
OBSLTE    08-DEC-96 1ENG     2ENG
OBSLTE    12-JUL-89 1ENL     2ENL
OBSLTE    28-JUL-09 1EOR     1F9L
OBSLTE    26-AUG-03 1EQO     1Q0N
OBSLTE    13-JUN-01 1EQS     1J9M
OBSLTE    11-JUL-96 1ERL     2ERL
OBSLTE    09-NOV-04 1ETC     1R36
OBSLTE    09-NOV-04 1ETD     1R36
OBSLTE    04-MAY-04 1EUL     1SU4
OBSLTE    13-NOV-07 1EWG     3B8D
OBSLTE    10-JAN-01 1F0A     1GHH
OBSLTE    15-OCT-92 1F19     2F19
OBSLTE    29-JUL-03 1F1Y     1Q0O
OBSLTE    27-SEP-02 1F3I     1MUH
OBSLTE    10-DEC-14 1F49     4V41
OBSLTE    19-DEC-01 1F5D     1J4X
OBSLTE    02-NOV-04 1F5I     1K4Z
OBSLTE    24-JUL-07 1F83     3G94
OBSLTE    28-APR-09 1F9Y     3H4A
OBSLTE    10-JUL-79 1FAB     2FAB
OBSLTE    16-MAR-04 1FB3     1SM4
OBSLTE    12-JUL-89 1FB4     2FB4
OBSLTE    15-JUL-90 1FBJ     2FBJ
OBSLTE    08-DEC-81 1FD1     2FD1
OBSLTE    16-DEC-98 1FDC     6FDR
OBSLTE    29-MAR-00 1FDX     1DUR
OBSLTE    10-JUL-02 1FE7     1KPM
OBSLTE    16-DEC-03 1FH6     1OHG
OBSLTE    18-JUN-99 1FHP     1QQP
OBSLTE    12-APR-02 1FJF     1J5E
OBSLTE    15-AUG-01 1FKU     1JFW
OBSLTE    31-AUG-11 1FMP     3RTI
OBSLTE    15-MAY-95 1FNR     1FNB
OBSLTE    24-AUG-11 1FQH     
OBSLTE    29-JUL-97 1FRC     2FRC
OBSLTE    10-JUN-98 1FRU     3FRU
OBSLTE    13-MAR-02 1FUM     1l0v
OBSLTE    11-MAY-04 1FVZ     1T27
OBSLTE    15-JUL-91 1FXB     2FXB
OBSLTE    03-FEB-82 1FXC     3FXC
OBSLTE    03-JUL-02 1FXM     1K6A
OBSLTE    16-MAR-78 1FXN     3FXN
OBSLTE    30-JAN-02 1FZN     
OBSLTE    29-APR-03 1G34     1OYQ
OBSLTE    07-SEP-04 1G56     1VM1
OBSLTE    13-JUN-01 1G5O     1GJH
OBSLTE    16-JUL-87 1GAP     3GAP
OBSLTE    15-JUL-91 1GBP     3GBP
OBSLTE    09-JUL-80 1GCH     2GCH
OBSLTE    31-OCT-93 1GCR     4GCR
OBSLTE    17-AUG-04 1GCX     1WNS
OBSLTE    29-JAN-03 1GDG     1KW8
OBSLTE    15-OCT-95 1GDM     2GDM
OBSLTE    28-SEP-04 1GDO     1XFF
OBSLTE    26-MAR-04 1GDS     1GWP
OBSLTE    26-MAR-04 1GDY     1GWP
OBSLTE    26-MAR-04 1GDZ     1GWP
OBSLTE    24-DEC-97 1GEO     1AOP
OBSLTE    14-JAN-98 1GEP     2GEP
OBSLTE    22-DEC-09 1GGA     2X0N
OBSLTE    23-AUG-00 1GGS     1FI5
OBSLTE    10-DEC-14 1GHO     4V41
OBSLTE    10-DEC-14 1GIX     4V42
OBSLTE    10-DEC-14 1GIY     4V42
OBSLTE    27-JUL-06 1GKV     2IZ8
OBSLTE    27-JUL-06 1GKW     2IZN
OBSLTE    31-JUL-95 1GLT     2GLT
OBSLTE    01-NOV-94 1GLY     3GLY
OBSLTE    12-SEP-02 1GM3     1H3P
OBSLTE    04-MAR-98 1GMA     1ALZ
OBSLTE    08-NOV-96 1GMF     2GMF
OBSLTE    28-SEP-04 1GMS     1XFG
OBSLTE    21-JAN-86 1GN5     2GN5
OBSLTE    15-MAY-97 1GPG     1AIO
OBSLTE    06-SEP-17 1GQ3     5VMQ
OBSLTE    21-NOV-03 1GR4     
OBSLTE    16-FEB-06 1GR6     2C7E
OBSLTE    03-MAR-03 1GR8     1OCK
OBSLTE    08-FEB-03 1GR9     1OCL
OBSLTE    03-MAR-03 1GRK     1OCM
OBSLTE    03-FEB-82 1GRS     2GRS
OBSLTE    05-JUL-02 1GRY     1GZU
OBSLTE    08-NOV-96 1GSR     2GSR
OBSLTE    08-NOV-96 1GST     6GST
OBSLTE    29-DEC-09 1GT2     2X0R
OBSLTE    21-OCT-03 1GTX     1OHV
OBSLTE    15-OCT-95 1GVA     2GVA
OBSLTE    15-OCT-95 1GVB     2GVB
OBSLTE    25-DEC-07 1GW5     2VGL
OBSLTE    10-JUL-95 1GYI     2GYI
OBSLTE    04-MAY-04 1H06     1V1K
OBSLTE    06-FEB-04 1H0E     1UN4
OBSLTE    06-FEB-04 1H0F     1UN3
OBSLTE    12-DEC-03 1H0U     
OBSLTE    12-DEC-03 1H1G     
OBSLTE    05-APR-04 1H40     1UZC
OBSLTE    29-DEC-09 1H6Z     2X0S
OBSLTE    27-MAR-03 1H77     1HK8
OBSLTE    05-JAN-06 1H8J     2C51
OBSLTE    20-JAN-83 1HBL     1LH1
OBSLTE    30-SEP-08 1HC2     1HC1
OBSLTE    30-SEP-08 1HC3     1HC1
OBSLTE    30-SEP-08 1HC4     1HC1
OBSLTE    30-SEP-08 1HC5     1HC1
OBSLTE    30-SEP-08 1HC6     1HC1
OBSLTE    05-JAN-06 1HDW     2C4Z
OBSLTE    05-JAN-06 1HE0     2C4Y
OBSLTE    05-JAN-06 1HE6     2C50
OBSLTE    01-JUL-02 1HF5     1H11
OBSLTE    09-AUG-02 1HF7     1H2J
OBSLTE    29-JAN-96 1HFT     2HFT
OBSLTE    21-SEP-06 1HFV     2J5X
OBSLTE    21-NOV-03 1HG6     
OBSLTE    18-JUL-84 1HHB     2HHB 3HHB 4HHB
OBSLTE    08-NOV-96 1HID     2HID
OBSLTE    01-APR-97 1HIU     2HIU
OBSLTE    14-JAN-04 1HKE     1UUZ
OBSLTE    20-JAN-09 1HKP     
OBSLTE    20-JAN-09 1HKZ     
OBSLTE    20-JAN-09 1HL0     
OBSLTE    20-JAN-09 1HL1     
OBSLTE    27-JUL-04 1HLR     1VLB
OBSLTE    15-JAN-91 1HMG     2HMG
OBSLTE    14-OCT-98 1HMI     2HMI
OBSLTE    02-MAY-83 1HMM     1HMQ
OBSLTE    16-JUL-81 1HMN     1HMM
OBSLTE    15-JAN-92 1HMQ     2HMQ
OBSLTE    29-JAN-96 1HMX     2HMX
OBSLTE    15-JAN-92 1HMZ     2HMZ
OBSLTE    27-JUN-01 1HN7     1JBD
OBSLTE    02-AUG-02 1HP6     1M5K
OBSLTE    23-MAY-01 1HR5     1JM0
OBSLTE    24-APR-02 1HRW     1LE0
OBSLTE    24-APR-02 1HRX     1LE1
OBSLTE    24-APR-02 1HS0     1LE3
OBSLTE    31-AUG-94 1HSC     2HSC
OBSLTE    31-AUG-94 1HSD     2HSD
OBSLTE    31-AUG-94 1HSP     2HSP
OBSLTE    13-NOV-02 1HU4     1N5D
OBSLTE    11-JAN-97 1HVM     2HVM
OBSLTE    30-APR-94 1HVT     2HVT
OBSLTE    25-APR-01 1HW0     1IH5
OBSLTE    16-OCT-00 1HWA     1E8L
OBSLTE    16-JUN-10 1HWX     3MW9
OBSLTE    20-JUN-06 1HYX     2DQT
OBSLTE    20-JUN-06 1HYY     2DQU
OBSLTE    22-MAY-02 1HZQ     1J5L
OBSLTE    22-MAY-02 1HZR     1J5M
OBSLTE    04-JUL-01 1I03     1JGM
OBSLTE    10-APR-02 1I0W     1J5C
OBSLTE    10-APR-02 1I0Y     1J5D
OBSLTE    21-NOV-01 1I99     1K9O
OBSLTE    04-SEP-02 1IB3     1M8Z
OBSLTE    21-JAN-86 1ICB     2ICB
OBSLTE    23-DEC-98 1IFE     2IFE
OBSLTE    12-JUL-89 1IG2     2IG2
OBSLTE    24-JUL-07 1IIS     1T83
OBSLTE    24-JUL-07 1IIX     1T89
OBSLTE    14-AUG-02 1IJ7     1M9U
OBSLTE    15-OCT-97 1IKB     1AI2
OBSLTE    09-JAN-02 1IKH     1KOI
OBSLTE    03-FEB-04 1IKZ     1M3G
OBSLTE    20-MAY-02 1IMY     1GXH
OBSLTE    14-MAY-02 1IMZ     1GXG
OBSLTE    22-MAY-00 1INM     1e1b
OBSLTE    15-APR-90 1INS     4INS
OBSLTE    02-MAR-04 1IQ2     1L3X
OBSLTE    07-JUL-97 1ISD     2ISD
OBSLTE    10-FEB-04 1IW5     1V9J
OBSLTE    18-FEB-03 1IYA     1J3G
OBSLTE    07-SEP-04 1J0L     1WOT
OBSLTE    20-MAY-03 1J2H     1O3X
OBSLTE    20-MAY-03 1J2I     1O3Y
OBSLTE    18-FEB-03 1J2S     1J3G
OBSLTE    28-JUN-05 1J3V     2CVZ
OBSLTE    10-DEC-14 1J4Z     4V43
OBSLTE    10-JUN-03 1J5R     1O2D
OBSLTE    28-FEB-06 1J5V     2afb
OBSLTE    02-SEP-03 1J6N     1O58
OBSLTE    25-DEC-02 1J8W     1NF5
OBSLTE    14-JAN-03 1J8X     1NKH
OBSLTE    04-FEB-03 1J92     1NQI
OBSLTE    07-JAN-03 1J94     1NHE
OBSLTE    16-JAN-07 1JAG     2OCP
OBSLTE    14-JUN-99 1JCW     2JCW
OBSLTE    27-MAY-98 1JEL     2JEL
OBSLTE    26-JUN-02 1JFE     1M1J
OBSLTE    02-DEC-98 1JFO     1B1U
OBSLTE    22-AUG-01 1JFY     1JR7
OBSLTE    12-JUN-02 1JGF     1LS5
OBSLTE    15-JUL-03 1JH2     1P3H
OBSLTE    25-OCT-05 1JJM     2B8R
OBSLTE    25-OCT-05 1JJN     2B8S
OBSLTE    31-MAR-09 1JJQ     
OBSLTE    11-MAY-04 1JJY     1SU8
OBSLTE    11-SEP-02 1JMR     1MKM
OBSLTE    21-JAN-03 1JN8     1NMM
OBSLTE    18-FEB-03 1JNA     1NWG
OBSLTE    18-FEB-03 1JNC     1NT7
OBSLTE    15-MAY-02 1JOZ     1LLH
OBSLTE    24-FEB-04 1JSB     1ryj
OBSLTE    09-APR-14 1JSK     4PP8
OBSLTE    21-NOV-06 1JSQ     
OBSLTE    27-NOV-02 1JTR     1MWA
OBSLTE    17-APR-07 1JVF     2PD3
OBSLTE    17-APR-07 1JW7     2PD4
OBSLTE    29-OCT-97 1JXR     2JXR
OBSLTE    24-FEB-04 1JYG     1ryk
OBSLTE    08-MAY-07 1JYP     2PJF
OBSLTE    10-DEC-14 1JYY     4V44
OBSLTE    10-DEC-14 1JYZ     4V44
OBSLTE    10-DEC-14 1JZ0     4V45
OBSLTE    10-DEC-14 1JZ1     4V45
OBSLTE    08-MAR-02 1K00     1J5A
OBSLTE    30-JAN-02 1K0Q     1KTI
OBSLTE    27-MAR-02 1K16     1J5B
OBSLTE    23-JAN-02 1K31     1KSM
OBSLTE    20-NOV-13 1K3P     4G6B
OBSLTE    27-OCT-10 1K71     3L1Q
OBSLTE    15-JAN-14 1K87     4O8A
OBSLTE    01-NOV-02 1K8E     1O17
OBSLTE    22-JUN-04 1KA3     1TKV
OBSLTE    15-OCT-97 1KAU     1FWJ
OBSLTE    01-NOV-02 1KC0     1N2S
OBSLTE    07-JAN-02 1KC9     1KPJ
OBSLTE    07-JUN-05 1KED     1Z7J
OBSLTE    02-MAR-99 1KI5     2KI5
OBSLTE    20-MAY-98 1KIN     1KIM
OBSLTE    11-SEP-02 1KNN     1MC9
OBSLTE    07-DEC-04 1KOM     1T23
OBSLTE    07-JUN-02 1KPJ     1LNR
OBSLTE    10-DEC-14 1KPO     4V43
OBSLTE    13-NOV-02 1KRK     1N2Y
OBSLTE    12-MAY-09 1KSA     3ENI
OBSLTE    28-JAN-03 1KST     1N4Y
OBSLTE    03-JUL-07 1KUO     2IZM
OBSLTE    01-MAY-02 1KUS     1LKC
OBSLTE    04-MAR-03 1KYB     1O0R
OBSLTE    07-APR-10 1KYE     3LIW
OBSLTE    16-AUG-05 1KYG     1YEP
OBSLTE    04-OCT-02 1L1A     1MUR
OBSLTE    20-JUL-04 1L1B     1VL3
OBSLTE    04-FEB-03 1L2R     1NTH
OBSLTE    06-MAR-07 1L6K     2OU1
OBSLTE    23-NOV-04 1L7S     1VPO
OBSLTE    17-JUL-02 1L7U     1M40
OBSLTE    18-MAR-03 1L7W     1OQM
OBSLTE    27-SEP-05 1L8U     2B0Q
OBSLTE    21-MAR-06 1L9F     2GB0
OBSLTE    19-APR-89 1LDX     2LDX
OBSLTE    21-OCT-98 1LEF     2LEF
OBSLTE    20-APR-04 1LFF     1SZ8
OBSLTE    10-FEB-04 1LFJ     1S6B
OBSLTE    27-APR-04 1LGG     1T0U
OBSLTE    27-FEB-95 1LH4     1GDJ
OBSLTE    21-JAN-86 1LHB     2LHB
OBSLTE    20-NOV-07 1LIU     2VGB
OBSLTE    20-NOV-07 1LIW     2VGF
OBSLTE    20-NOV-07 1LIX     2VGI
OBSLTE    20-NOV-07 1LIY     2VGG
OBSLTE    06-APR-04 1LIZ     1SR3
OBSLTE    18-FEB-03 1LKU     1O1W
OBSLTE    05-DEC-06 1LNP     2JMN
OBSLTE    11-FEB-03 1LNR     1NKW
OBSLTE    29-JAN-96 1LPR     1GBK
OBSLTE    22-NOV-00 1LPT     1GH1
OBSLTE    13-JUL-04 1LQR     1TYK
OBSLTE    31-OCT-93 1LRD     1LMB
OBSLTE    09-SEP-02 1LS0     1o0v
OBSLTE    06-NOV-02 1LUS     1N0N
OBSLTE    21-JAN-98 1LVD     1LVE
OBSLTE    10-JUN-03 1LW8     1PC1
OBSLTE    15-OCT-95 1LYM     5LYM
OBSLTE    09-AUG-05 1LZ3     135L
OBSLTE    24-OCT-86 1LZM     2LZM
OBSLTE    23-DEC-03 1M2Y     1RWD
OBSLTE    18-OCT-17 1M3Y     5TIP
OBSLTE    24-OCT-06 1M4O     1ZRR
OBSLTE    12-MAY-09 1M50     3ENI
OBSLTE    05-MAY-09 1M5J     3GXY
OBSLTE    14-APR-09 1M5M     3GXZ
OBSLTE    16-MAR-10 1M80     3M10
OBSLTE    25-JAN-17 1M98     5UI2
OBSLTE    31-JAN-94 1MAD     2MAD
OBSLTE    15-APR-91 1MB5     2MB5
OBSLTE    31-JAN-94 1MBP     2MBP
OBSLTE    01-APR-97 1MBR     2MBR
OBSLTE    23-DEC-96 1MBW     2MBW
OBSLTE    02-OCT-02 1MC6     1MR0
OBSLTE    15-OCT-90 1MCG     2MCG
OBSLTE    31-MAY-00 1MCU     1F2S
OBSLTE    20-NOV-02 1MD1     1N5B
OBSLTE    21-APR-83 1MDH     2MDH
OBSLTE    14-OCT-98 1MEF     3MEF
OBSLTE    15-JAN-90 1MEV     2MEV
OBSLTE    16-AUG-05 1MFH     2AKQ
OBSLTE    24-JAN-06 1MFO     2CC1
OBSLTE    18-APR-77 1MHB     2MHB
OBSLTE    16-OCT-87 1MHR     2MHR
OBSLTE    01-APR-97 1MIN     2MIN
OBSLTE    11-JUL-96 1MLE     1MUC
OBSLTE    15-OCT-90 1MLT     2MLT
OBSLTE    31-OCT-93 1MON     3MON
OBSLTE    26-JAN-95 1MS2     2MS2
OBSLTE    09-JAN-07 1MSL     2OAR
OBSLTE    14-NOV-85 1MT2     2MT2
OBSLTE    22-FEB-12 1MUR     4DM0
OBSLTE    25-MAY-04 1MV7     1SM5
OBSLTE    22-JUL-03 1MWF     1PVN
OBSLTE    24-AUG-16 1MWV     5L05
OBSLTE    28-DEC-04 1MWX     1VQQ
OBSLTE    09-JAN-07 1MXM     2OAU
OBSLTE    11-JAN-97 1MYS     2MYS
OBSLTE    03-MAY-05 1N16     1VRP
OBSLTE    27-NOV-02 1N1W     1O1H
OBSLTE    26-AUG-03 1N2U     1Q54
OBSLTE    04-MAR-03 1N3V     1NXN
OBSLTE    06-MAR-07 1N4T     2ILX
OBSLTE    19-APR-05 1N6S     1VRO
OBSLTE    12-AUG-03 1N6W     1PXH
OBSLTE    30-OCT-07 1N8L     2PNG
OBSLTE    13-NOV-07 1N98     2Q33
OBSLTE    19-MAY-09 1N9D     
OBSLTE    13-MAY-03 1NBG     1P4M
OBSLTE    11-MAR-98 1NBT     2NBT
OBSLTE    12-MAR-97 1NCM     2NCM
OBSLTE    07-JUL-97 1NEF     2NEF
OBSLTE    28-JAN-98 1NEO     2NEO
OBSLTE    08-MAR-05 1NGV     1YOV
OBSLTE    05-JUL-05 1NHD     1VRW
OBSLTE    11-MAY-04 1NJ7     1T50
OBSLTE    27-MAY-03 1NLE     1O3Z
OBSLTE    01-FEB-05 1NNG     1YLI
OBSLTE    03-JUN-03 1NNM     1PG4
OBSLTE    03-JUN-03 1NNN     1PG3
OBSLTE    25-MAR-03 1NO0     1os0
OBSLTE    01-JUL-03 1NRC     1OIA
OBSLTE    07-DEC-95 1NRD     2NRD
OBSLTE    24-AUG-04 1NRH     1U8X
OBSLTE    25-FEB-03 1NT7     1O23
OBSLTE    25-FEB-98 1NUM     1AUD
OBSLTE    16-SEP-03 1NVH     1QXF
OBSLTE    19-AUG-03 1NWJ     1Q53
OBSLTE    06-APR-04 1NYZ     1SY4
OBSLTE    30-NOV-04 1NZH     1Y21
