,sdi
36178,83758
36179,107371
36180,359709
36181,528452
36182,82970
36183,563885
36184,870617
36185,147778
36186,5908
36187,33813
36188,173656
36189,22732
36190,463226
36191,867230
36192,829472
36193,665365
36194,566997
36195,61866
36196,49002
36197,553026
36198,571282
36199,82372
36200,471048
36201,308562
36202,30349
36203,538557
36204,567956
36205,166965
36206,861099
36207,820974
36208,594046
36209,352242
36210,66469
36211,276051
36212,410769
36213,302794
36214,439811
36215,315128
36216,588576
36217,228059
36218,468100
36219,563411
36220,833275
36221,48456
36222,343245
36223,430332
36224,136255
36225,391068
36226,662742
36227,860968
36228,59474
36229,769197
36230,529095
36231,471599
36232,445234
36233,292019
36234,237663
36235,493763
36236,838936
36237,126091
36238,801333
36239,68895
36240,400901
36241,746784
36242,614319
36243,834894
36244,459831
36245,710155
36246,749176
36247,565670
36248,582611
36249,661575
36250,419183
36251,445410
36252,348522
36253,798915
36254,439422
36255,329768
36256,779602
36257,715048
36258,151787
36259,783284
36260,380774
36261,174057
36262,71743
36263,636839
36264,246082
36265,71577
36266,662766
36267,777359
36268,765228
36269,293241
36270,109478
36271,53364
36272,147171
36273,240129
36274,837641
36275,862819
36276,1852
36277,572366
36278,275204
36279,857250
36280,212437
36281,134265
36282,751571
36283,687508
36284,78221
36285,689249
36286,823996
36287,418379
36288,789713
36289,759197
36290,342355
36291,206327
36292,872947
36293,814048
36294,174355
36295,345769
36296,872442
36297,190241
36298,744856
36299,412164
36300,668126
36301,851722
36302,752481
36303,462569
36304,323834
36305,376020
36306,231326
36307,822844
36308,63804
36309,95532
36310,814706
36311,574163
36312,109892
36313,240695
36314,565664
36315,470078
36316,619005
36317,618016
36318,401695
36319,304113
36320,784406
36321,594554
36322,831264
36323,152521
36324,809708
36325,422784
36326,806805
36327,90675
36328,659954
36329,295951
36330,418439
36331,303907
36332,313480
36333,123897
36334,559468
36335,438510
36336,853097
36337,178263
36338,401819
36339,287041
36340,209712
36341,865137
36342,642356
36343,65430
36344,730777
36345,769010
36346,82108
36347,353869
36348,426621
36349,494655
36350,187066
36351,244167
36352,47460
36353,428677
36354,559584
36355,831851
36356,144333
36357,45349
36358,737243
36359,697879
36360,752668
36361,430194
36362,478334
36363,785222
36364,125430
36365,53683
36366,430376
36367,571678
36368,470945
36369,550673
36370,669131
36371,549405
36372,559113
36373,688095
36374,474602
36375,765523
36376,129590
36377,656836
36378,646158
36379,521108
36380,315983
36381,99421
36382,459654
36383,195000
36384,706229
36385,198633
36386,137847
36387,782192
36388,778485
36389,261879
36390,40765
36391,732453
36392,580374
36393,816781
36394,766629
36395,356438
36396,418882
36397,471047
36398,396240
36399,346305
36400,574510
36401,274393
36402,163048
36403,235310
36404,581035
36405,359736
36406,419163
36407,475745
36408,8643
36409,793926
36410,26182
36411,315137
36412,434178
36413,112187
36414,637474
36415,378136
36416,810325
36417,796275
36418,547777
36419,760299
36420,495207
36421,457715
36422,7108
36423,109431
36424,92776
36425,435842
36426,636377
36427,819597
36428,159251
36429,471390
36430,592612
36431,839233
36432,761799
36433,452873
36434,430523
36435,96977
36436,618840
36437,451405
36438,690337
36439,434641
36440,633863
36441,289332
36442,71905
36443,858942
36444,700421
36445,731131
36446,367615
36447,122792
36448,814242
36449,241142
36450,103843
36451,284804
36452,155218
36453,249749
36454,548436
36455,100257
36456,244988
36457,562556
36458,3617
36459,518271
36460,442833
36461,94397
36462,89733
36463,586318
36464,556443
36465,768849
36466,481995
36467,451913
36468,111172
36469,650902
36470,324611
36471,467864
36472,735175
36473,676758
36474,423060
36475,370574
36476,272430
36477,334918
36478,657654
36479,786548
36480,144663
36481,850932
36482,731775
36483,406688
36484,101636
36485,334469
36486,590094
36487,444907
36488,687128
36489,618010
36490,219680
36491,833281
36492,287319
36493,549200
36494,103757
36495,287351
36496,340861
36497,453605
36498,743433
36499,666133
36500,865005
36501,250142
36502,439993
36503,243457
36504,746279
36505,829880
36506,60732
36507,289490
36508,169961
36509,329521
36510,220135
36511,442233
36512,303011
36513,442338
36514,690654
36515,410688
36516,661291
36517,594265
36518,862726
36519,348416
36520,796625
36521,293172
36522,443808
36523,285191
36524,443941
36525,45438
36526,35034
36527,457725
36528,398630
36529,117957
36530,655750
36531,192923
36532,236763
36533,100331
36534,471924
36535,83596
36536,552302
36537,339389
36538,824082
36539,435833
36540,779069
36541,74369
36542,447355
36543,397080
36544,330378
36545,804546
36546,639367
36547,198951
36548,798811
36549,490812
36550,819147
36551,13013
36552,99707
36553,657415
36554,494032
36555,798921
36556,871208
36557,166933
36558,285322
36559,271258
36560,464108
36561,817169
36562,651867
36563,450835
36564,101445
36565,640069
36566,521725
36567,392892
36568,736842
36569,452943
36570,872729
36571,10462
36572,38461
36573,249294
36574,489864
36575,347200
36576,281315
36577,403435
36578,475597
36579,679124
36580,827086
36581,591712
36582,550528
36583,316487
36584,668837
36585,253898
36586,853287
36587,563947
36588,679585
36589,774364
36590,540027
36591,828088
36592,752578
36593,8077
36594,821373
36595,865774
36596,427645
36597,41609
36598,494253
36599,744939
36600,744727
36601,803974
36602,775253
36603,764588
36604,359791
36605,457571
36606,160966
36607,463106
36608,856904
36609,471321
36610,189641
36611,664470
36612,377238
36613,401141
36614,614985
36615,132701
36616,426918
36617,242678
36618,749085
36619,210766
36620,744216
36621,741322
36622,556285
36623,271042
36624,155321
36625,273100
36626,318688
36627,548675
36628,310160
36629,235567
36630,69713
36631,566608
36632,369603
36633,131673
36634,575718
36635,61000
36636,851552
36637,400028
36638,238756
36639,808619
36640,229730
36641,627718
36642,466752
36643,443201
36644,92698
36645,486433
36646,440037
36647,18330
36648,2905
36649,845390
36650,752211
36651,796941
36652,363792
36653,49730
36654,816637
36655,362021
36656,92107
36657,346404
36658,495201
36659,838187
36660,168885
36661,742074
36662,293199
36663,588531
36664,669587
36665,832673
36666,87212
36667,311177
36668,459900
36669,321827
36670,559500
36671,82998
36672,867799
36673,603038
36674,672705
36675,264797
36676,232443
36677,653533
36678,195006
36679,520231
36680,135455
36681,856342
36682,86748
36683,592633
36684,441438
36685,641443
36686,386828
36687,589741
36688,485404
36689,110998
36690,450769
36691,175179
36692,803327
36693,182713
36694,153693
36695,636416
36696,495196
36697,754466
36698,437439
36699,240400
36700,404047
36701,860218
36702,423328
36703,445347
36704,641252
36705,336475
36706,667529
36707,795302
36708,439821
36709,161459
36710,73117
36711,862937
36712,755547
36713,163326
36714,795003
36715,2895
36716,777005
36717,300943
36718,455328
36719,852075
36720,751632
36721,188776
36722,786493
36723,201634
36724,793784
36725,49400
36726,305440
36727,139542
36728,130268
36729,737737
36730,176
36731,750583
36732,28701
36733,642898
36734,824796
36735,413503
36736,437166
36737,161554
36738,755663
36739,264215
36740,179949
36741,173338
36742,315372
36743,832444
36744,96979
36745,739362
36746,861494
36747,593907
36748,787175
36749,635
36750,813035
36751,65055
36752,377072
36753,265133
36754,277514
36755,339768
36756,138457
36757,107953
36758,564145
36759,358556
36760,60521
36761,293738
36762,20193
36763,248266
36764,314305
36765,47289
36766,366709
36767,567036
36768,863363
36769,51296
36770,163548
36771,473520
36772,557703
36773,464564
36774,715028
36775,418946
36776,518951
36777,161936
36778,189120
36779,769027
36780,380479
36781,50407
36782,367775
36783,521936
36784,546993
36785,279322
36786,262124
36787,693870
36788,830416
36789,488566
36790,560083
36791,212050
36792,660565
36793,639317
36794,740582
36795,557612
36796,341228
36797,179647
36798,175404
36799,44432
36800,864478
36801,653413
36802,859678
36803,453864
36804,496040
36805,248283
36806,690005
36807,107099
36808,865217
36809,439572
36810,331430
36811,869047
36812,135624
36813,795599
36814,816293
36815,65671
36816,640954
36817,83542
36818,30529
36819,860574
36820,410878
36821,443388
36822,860459
36823,180668
36824,164902
36825,580611
36826,68080
36827,319305
36828,859856
36829,661381
36830,231271
36831,194647
36832,578156
36833,158644
36834,311085
36835,492576
36836,383185
36837,749840
36838,740715
36839,456705
36840,368828
36841,101317
36842,522143
36843,135719
36844,465310
36845,50472
36846,143628
36847,433342
36848,764522
36849,846218
36850,76499
36851,160346
36852,29563
36853,14599
36854,387078
36855,791112
36856,659589
36857,439605
36858,290732
36859,616498
36860,649497
36861,129582
36862,24677
36863,137422
36864,149735
36865,578160
36866,444944
36867,68905
36868,393603
36869,821887
36870,6197
36871,473840
36872,63487
36873,747336
36874,621802
36875,266295
36876,62850
36877,552871
36878,174722
36879,337817
36880,688235
36881,439368
36882,99897
36883,180120
36884,427732
36885,446501
36886,96428
36887,823933
36888,670368
36889,82624
36890,470952
36891,524551
36892,744785
36893,749930
36894,270764
36895,747291
36896,494584
36897,343657
36898,114791
36899,236923
36900,708056
36901,113851
36902,136731
36903,93248
36904,456091
36905,206271
36906,324356
36907,865700
36908,179981
36909,294240
36910,844655
36911,309098
36912,165107
36913,613246
36914,527879
36915,190109
36916,244400
36917,214366
36918,71007
36919,214560
36920,19576
36921,663548
36922,636505
36923,442352
36924,59297
36925,33827
36926,298343
36927,276828
36928,735229
36929,733782
36930,224144
36931,199993
36932,532195
36933,585988
36934,479059
36935,480385
36936,816294
36937,645297
36938,820513
36939,348856
36940,651008
36941,24748
36942,224256
36943,85153
36944,871153
36945,575450
36946,590499
36947,184188
36948,765344
36949,780410
36950,270616
36951,42693
36952,124104
36953,150404
36954,866269
36955,185671
36956,792957
36957,855735
36958,396775
36959,589524
36960,585481
36961,403967
36962,471293
36963,166409
36964,106816
36965,694417
36966,800382
36967,869234
36968,188343
36969,572008
36970,72515
36971,90736
36972,245338
36973,693938
36974,251281
36975,85138
36976,637704
36977,396913
36978,662017
36979,95848
36980,566150
36981,45267
36982,93095
36983,39358
36984,49967
36985,467169
36986,108234
36987,873127
36988,74183
36989,373846
36990,22302
36991,842497
36992,109488
36993,562696
36994,740256
36995,490146
36996,287310
36997,147955
36998,143350
36999,286020
37000,742050
37001,179510
37002,266369
37003,104843
37004,474720
37005,521586
37006,331485
37007,742420
37008,764208
37009,749556
37010,403965
37011,748123
37012,326805
37013,240190
37014,448594
37015,730739
37016,674076
37017,176584
37018,424598
37019,58236
37020,164696
37021,196861
37022,736991
37023,624673
37024,771152
37025,202817
37026,49538
37027,239422
37028,334079
37029,493477
37030,151569
37031,337972
37032,782921
37033,86684
37034,351145
37035,231448
37036,34312
37037,91949
37038,800962
37039,679051
37040,408783
37041,79282
37042,863961
37043,626581
37044,872943
37045,564166
37046,436322
37047,809457
37048,196498
37049,458352
37050,140997
37051,748489
37052,833147
37053,174563
37054,278407
37055,18660
37056,301577
37057,759004
37058,777334
37059,115392
37060,438145
37061,29713
37062,528826
37063,349398
37064,313636
37065,72783
37066,424150
37067,246749
37068,495438
37069,480292
37070,146694
37071,34944
37072,858957
37073,835373
37074,211056
37075,281187
37076,8868
37077,813698
37078,410909
37079,475402
37080,712384
37081,856659
37082,335503
37083,90088
37084,312524
37085,837049
37086,369055
37087,200952
37088,632696
37089,225620
37090,17193
37091,872832
37092,206705
37093,191081
37094,160583
37095,120947
37096,848478
37097,92268
37098,103873
37099,792616
37100,114580
37101,244651
37102,477542
37103,156635
37104,124144
37105,402795
37106,292508
37107,558259
37108,739470
37109,372368
37110,833386
37111,8375
37112,851082
37113,442691
37114,818823
37115,43244
37116,276726
37117,1062
37118,38903
37119,863898
37120,356570
37121,562157
37122,470640
37123,383879
37124,339631
37125,796521
37126,845772
37127,319580
37128,239507
37129,870811
37130,373892
37131,865365
37132,341449
37133,85649
37134,46159
37135,685591
37136,34507
37137,35116
37138,484578
37139,682827
37140,161802
37141,366320
37142,74212
37143,631506
37144,64920
37145,364644
37146,259041
37147,297861
37148,420700
37149,327216
37150,765616
37151,253967
37152,129524
37153,214623
37154,669641
37155,314778
37156,161741
37157,698717
37158,405295
37159,777738
37160,679930
37161,871271
37162,349830
37163,12330
37164,620601
37165,638080
37166,355533
37167,46152
37168,459403
37169,629285
37170,789177
37171,175144
37172,689856
37173,279422
37174,172932
37175,325388
37176,565475
37177,658972
37178,553092
37179,780401
37180,670503
37181,63616
37182,522718
37183,205116
37184,847443
37185,867094
37186,417348
37187,120967
37188,747385
37189,253033
37190,259923
37191,174694
37192,430737
37193,124101
37194,365235
37195,823788
37196,660407
37197,794060
37198,485895
37199,676458
37200,229298
37201,734637
37202,836240
37203,675245
37204,33102
37205,567964
37206,72424
37207,193028
37208,707671
37209,688432
37210,269880
37211,761231
37212,676392
37213,336058
37214,844354
37215,408838
37216,131788
37217,140946
37218,97719
37219,869840
37220,242238
37221,852423
37222,575074
37223,558837
37224,162544
37225,341809
37226,9848
37227,800553
37228,447386
37229,443823
37230,286545
37231,104207
37232,413677
37233,689764
37234,444591
37235,497156
37236,693274
37237,711774
37238,10538
37239,113805
37240,27282
37241,623614
37242,430328
37243,44106
37244,287801
37245,73895
37246,798348
37247,38084
37248,173814
37249,712168
37250,159071
37251,204851
37252,812169
37253,654906
37254,130649
37255,109912
37256,488934
37257,308642
37258,175557
37259,688216
37260,627092
37261,446787
37262,459237
37263,524192
37264,108631
37265,165433
37266,805343
37267,558407
37268,631850
37269,853830
37270,402664
37271,482010
37272,187446
37273,319615
37274,827413
37275,237090
37276,110861
37277,270672
37278,687876
37279,638006
37280,494327
37281,860542
37282,322335
37283,615182
37284,347432
37285,121265
37286,683439
37287,795512
37288,447085
37289,651010
37290,322228
37291,201951
37292,192494
37293,823795
37294,372756
37295,737057
37296,563530
37297,140055
37298,674440
37299,150274
37300,817214
37301,233330
37302,795711
37303,857598
37304,816855
37305,742146
37306,568641
37307,559058
37308,594609
37309,464587
37310,243966
37311,288076
37312,846018
37313,36381
37314,483295
37315,849490
37316,192612
37317,196778
37318,378486
37319,206063
37320,262090
37321,464240
37322,319736
37323,172936
37324,348747
37325,328669
37326,246499
37327,181416
37328,646507
37329,90183
37330,539092
37331,84506
37332,105685
37333,831343
37334,127865
37335,842600
37336,13027
37337,184392
37338,242024
37339,87580
37340,138812
37341,812849
37342,581628
37343,825676
37344,421474
37345,650873
37346,67558
37347,77121
37348,568801
37349,849919
37350,743978
37351,50408
37352,442671
37353,733230
37354,199101
37355,790114
37356,322966
37357,376730
37358,733933
37359,594086
37360,350565
37361,594614
37362,846952
37363,183611
37364,805072
37365,290576
37366,319842
37367,712578
37368,208110
37369,437244
37370,398541
37371,46238
37372,526554
37373,245222
37374,742934
37375,291276
37376,146403
37377,642549
37378,208954
37379,58362
37380,790563
37381,58896
37382,59061
37383,250858
37384,722074
37385,660370
37386,280951
37387,461318
37388,153452
37389,587318
37390,862126
37391,415924
37392,46060
37393,315668
37394,862128
37395,26103
37396,402315
37397,306341
37398,678005
37399,367227
37400,111319
37401,740461
37402,679777
37403,765832
37404,557881
37405,698681
37406,576793
37407,740280
37408,870492
37409,120211
37410,248763
37411,204515
37412,568591
37413,133554
37414,391872
37415,274024
37416,413027
37417,839563
37418,451382
37419,368487
37420,670308
37421,814496
37422,167951
37423,37929
37424,195954
37425,469183
37426,189729
37427,468055
37428,857139
37429,806777
37430,122889
37431,153522
37432,370221
37433,189198
37434,35030
37435,842845
37436,64226
37437,805362
37438,575189
37439,699479
37440,422538
37441,218932
37442,865481
37443,603069
37444,38893
37445,454453
37446,791650
37447,710033
37448,230043
37449,138191
37450,730248
37451,61518
37452,418666
37453,215376
37454,235859
37455,162839
37456,328426
37457,161365
37458,549182
37459,225437
37460,614743
37461,636484
37462,844628
37463,271460
37464,463170
37465,145288
37466,476677
37467,671026
37468,797117
37469,233615
37470,197346
37471,461522
37472,827125
37473,866345
37474,755964
37475,332872
37476,327964
37477,497145
37478,767870
37479,416276
37480,147493
37481,314828
37482,216177
37483,426648
37484,683269
37485,273639
37486,635476
37487,559610
37488,581613
37489,205914
37490,127689
37491,49532
37492,473
37493,680530
37494,198608
37495,582791
37496,292368
37497,64632
37498,845601
37499,355392
37500,318061
37501,681572
37502,333661
37503,104526
37504,253519
37505,567229
37506,742981
37507,442129
37508,743037
37509,192947
37510,267783
37511,423188
37512,582981
37513,116643
37514,59249
37515,642199
37516,322390
37517,744333
37518,163554
37519,633073
37520,424125
37521,850107
37522,673792
37523,271123
37524,800344
37525,319289
37526,54756
37527,480707
37528,753669
37529,816749
37530,105419
37531,20927
37532,564009
37533,663209
37534,423285
37535,185982
37536,357708
37537,742241
37538,741877
37539,636117
37540,480401
37541,795774
37542,871150
37543,568858
37544,25382
37545,221946
37546,548056
37547,745604
37548,288186
37549,387908
37550,564865
37551,243769
37552,615591
37553,430503
37554,262404
37555,792992
37556,849913
37557,679868
37558,145535
37559,765370
37560,191024
37561,275551
37562,171881
37563,123907
37564,421648
37565,280610
37566,318064
37567,773765
37568,270052
37569,734833
37570,413476
37571,130136
37572,566953
37573,653923
37574,854343
37575,638280
37576,675117
37577,563596
37578,174178
37579,52975
37580,480686
37581,305996
37582,762130
37583,834259
37584,589737
37585,239380
37586,59415
37587,79572
37588,568279
37589,765599
37590,293012
37591,79210
37592,384458
37593,155620
37594,308225
37595,386086
37596,756856
37597,805138
37598,49681
37599,124927
37600,180070
37601,141571
37602,811529
37603,472174
37604,488978
37605,859360
37606,857064
37607,268148
37608,380641
37609,28813
37610,75000
37611,133813
37612,39090
37613,670192
37614,764891
37615,530990
37616,687129
37617,51295
37618,63204
37619,28682
37620,345927
37621,791906
37622,181632
37623,797812
37624,488881
37625,734028
37626,178844
37627,624418
37628,41987
37629,97851
37630,663165
37631,160383
37632,742735
37633,829601
37634,774737
37635,50855
37636,650956
37637,578308
37638,111839
37639,825259
37640,495437
37641,47720
37642,752996
37643,107635
37644,34959
37645,345279
37646,65601
37647,7475
37648,370309
37649,357628
37650,761857
37651,757187
37652,584812
37653,424351
37654,490530
37655,377707
37656,299873
37657,98376
37658,265868
37659,318023
37660,602562
37661,657085
37662,776350
37663,789361
37664,151718
37665,692371
37666,863158
37667,656200
37668,679155
37669,668476
37670,737104
37671,858702
37672,437987
37673,497714
37674,626985
37675,487877
37676,273570
37677,583231
37678,216882
37679,659382
37680,768463
37681,392600
37682,808500
37683,188413
37684,646533
37685,566331
37686,721530
37687,327771
37688,464229
37689,580922
37690,633483
37691,237244
37692,317873
37693,753334
37694,483281
37695,222049
37696,841367
37697,33129
37698,589884
37699,736738
37700,153739
37701,373898
37702,276861
37703,456444
37704,212804
37705,679568
37706,764990
37707,580620
37708,363784
37709,94202
37710,871521
37711,7990
37712,330275
37713,486693
37714,295633
37715,32933
37716,817039
37717,640447
37718,821143
37719,96528
37720,846715
37721,869777
37722,832128
37723,867665
37724,795483
37725,441802
37726,405785
37727,747539
37728,31099
37729,487311
37730,303628
37731,295774
37732,496800
37733,829504
37734,711861
37735,667984
37736,387525
37737,174480
37738,124882
37739,101233
37740,390244
37741,780252
37742,712595
37743,271638
37744,611034
37745,311760
37746,88475
37747,386254
37748,863065
37749,750232
37750,631878
37751,295190
37752,234820
37753,490574
37754,636948
37755,268386
37756,105462
37757,585968
37758,289955
37759,62987
37760,335244
37761,466764
37762,182646
37763,738062
37764,85085
37765,385535
37766,99708
37767,635308
37768,816738
37769,557234
37770,806775
37771,245390
37772,481887
37773,327956
37774,28681
37775,245330
37776,649432
37777,347921
37778,180226
37779,232558
37780,79985
37781,434049
37782,585557
37783,137902
37784,455405
37785,151446
37786,341686
37787,869980
37788,14486
37789,568001
37790,475784
37791,423988
37792,370755
37793,749180
37794,418861
37795,223068
37796,768962
37797,530116
37798,440362
37799,278457
37800,154088
37801,402095
37802,799744
37803,65001
37804,454864
37805,34729
37806,81497
37807,653795
37808,326955
37809,790567
37810,167989
37811,840799
37812,345567
37813,246299
37814,805197
37815,743409
37816,814831
37817,315627
37818,102117
37819,273761
37820,678162
37821,128292
37822,119921
37823,91269
37824,246350
37825,871697
37826,479149
37827,470745
37828,356390
37829,355240
37830,788305
37831,844556
37832,143729
37833,803619
37834,828198
37835,33812
37836,775237
37837,51936
37838,132725
37839,48345
37840,109517
37841,851410
37842,690642
37843,411146
37844,313607
37845,827695
37846,740805
37847,285565
37848,571726
37849,761881
37850,327598
37851,234427
37852,279225
37853,453690
37854,530675
37855,102655
37856,314336
37857,122273
37858,21981
37859,757776
37860,539542
37861,813023
37862,31724
37863,768157
37864,450693
37865,793748
37866,310731
37867,183108
37868,524405
37869,808101
37870,69451
37871,75352
37872,377987
37873,262024
37874,573598
37875,267970
37876,569736
37877,693777
37878,495194
37879,824012
37880,297542
37881,270696
37882,816405
37883,586559
37884,801966
37885,243542
37886,698194
37887,253276
37888,319017
37889,312317
37890,177224
37891,566800
37892,766314
37893,330465
37894,807648
37895,3084
37896,205563
37897,403409
37898,241629
37899,802760
37900,361760
37901,865050
37902,391404
37903,238529
37904,183309
37905,865540
37906,321007
37907,125277
37908,798456
37909,848376
37910,864816
37911,374904
37912,38786
37913,829967
37914,287538
37915,754721
37916,569884
37917,744176
37918,170305
37919,371523
37920,854812
37921,539143
37922,737792
37923,466568
37924,759329
37925,315413
37926,761730
37927,741684
37928,341629
37929,864990
37930,13008
37931,205678
37932,239541
37933,166532
37934,354824
37935,45058
37936,761117
37937,520797
37938,43506
37939,615604
37940,654761
37941,152483
37942,400203
37943,195565
37944,389426
37945,666135
37946,759268
37947,572236
37948,640471
37949,285430
37950,496269
37951,662610
37952,757067
37953,430530
37954,495256
37955,30117
37956,302211
37957,347615
37958,386996
37959,755380
37960,435853
37961,799562
37962,29112
37963,711412
37964,869543
37965,665724
37966,162577
37967,73569
37968,295786
37969,128430
37970,295425
37971,244376
37972,787595
37973,244909
37974,753329
37975,865923
37976,458956
37977,167294
37978,402798
37979,463081
37980,793968
37981,448794
37982,676854
37983,204055
37984,293025
37985,798174
37986,320860
37987,763392
37988,242008
37989,667522
37990,711246
37991,472830
37992,160230
37993,270841
37994,285334
37995,520716
37996,113231
37997,359244
37998,429028
37999,104992
38000,46080
38001,346211
38002,765864
38003,181334
38004,810641
38005,441294
38006,40896
38007,574254
38008,44033
38009,61591
38010,850093
38011,767847
38012,17040
38013,219325
38014,602585
38015,707982
38016,118904
38017,796592
38018,261054
38019,208367
38020,168489
38021,408956
38022,770736
38023,679934
38024,490275
38025,402797
38026,561994
38027,788120
38028,153763
38029,834653
38030,491248
38031,298728
38032,338721
38033,794113
38034,378567
38035,393446
38036,140415
38037,245867
38038,834060
38039,745276
38040,180224
38041,811197
38042,873210
38043,782293
38044,118715
38045,301671
38046,38151
38047,282631
38048,34930
38049,204915
38050,361163
38051,203358
38052,736094
38053,195342
38054,234400
38055,485087
38056,830195
38057,415829
38058,95217
38059,615130
38060,175619
38061,868864
38062,475045
38063,570023
38064,861299
38065,788806
38066,651321
38067,679603
38068,88940
38069,181600
38070,637801
38071,661226
38072,590526
38073,864934
38074,297753
38075,361818
38076,240624
38077,429390
38078,2753
38079,156843
38080,848548
38081,373669
38082,805248
38083,285859
38084,527268
38085,834495
38086,355625
38087,563933
38088,669649
38089,765603
38090,53021
38091,552204
38092,140660
38093,72465
38094,322446
38095,442135
38096,580025
38097,338611
38098,274423
38099,44250
38100,428665
38101,466031
38102,64451
38103,446509
38104,567218
38105,382579
38106,736106
38107,765530
38108,668431
38109,642972
38110,222887
38111,72461
38112,107893
38113,343381
38114,760956
38115,524443
38116,810041
38117,474249
38118,102616
38119,126255
38120,641920
38121,761706
38122,570034
38123,422194
38124,445308
38125,815992
38126,613813
38127,793102
38128,132146
38129,468969
38130,180257
38131,1757
38132,31581
38133,532112
38134,615851
38135,579683
38136,774620
38137,752658
38138,272419
38139,442869
38140,452243
38141,111669
38142,805442
38143,745541
38144,787104
38145,854185
38146,860582
38147,860121
38148,239471
38149,286560
38150,562996
38151,661289
38152,315334
38153,174983
38154,24253
38155,472316
38156,709195
38157,155221
38158,471347
38159,245988
38160,380499
38161,423129
38162,39642
38163,745759
38164,646259
38165,220329
38166,635528
38167,114331
38168,352194
38169,559938
38170,92954
38171,635770
38172,274710
38173,29360
38174,649581
38175,212546
38176,143747
38177,779873
38178,757447
38179,466357
38180,317984
38181,165233
38182,662290
38183,635603
38184,426587
38185,741234
38186,743071
38187,386261
38188,744967
38189,50106
38190,285172
38191,91058
38192,639023
38193,425930
38194,559662
38195,871660
38196,551916
38197,193009
38198,477267
38199,789853
38200,139532
38201,263010
38202,733113
38203,346214
38204,208916
38205,274697
38206,870308
38207,793576
38208,277236
38209,483318
38210,149200
38211,181503
38212,864297
38213,729181
38214,237253
38215,434096
38216,785115
38217,117696
38218,834078
38219,332348
38220,362595
38221,657093
38222,20792
38223,209848
38224,495059
38225,232466
38226,287740
38227,816742
38228,87226
38229,91488
38230,635166
38231,213753
38232,386832
38233,662782
38234,35512
38235,796165
38236,295730
38237,383736
38238,419902
38239,653160
38240,42786
38241,756054
38242,189196
38243,765848
38244,869577
38245,616225
38246,259924
38247,98651
38248,553309
38249,488681
38250,332009
38251,64959
38252,659594
38253,522119
38254,79925
38255,44076
38256,744994
38257,634261
38258,445146
38259,521506
38260,669137
38261,280568
38262,539637
38263,2586
38264,836901
38265,200090
38266,419692
38267,795907
38268,573234
38269,818536
38270,89723
38271,283297
38272,326689
38273,661470
38274,592301
38275,803043
38276,269711
38277,709440
38278,812698
38279,42980
38280,447925
38281,567429
38282,227953
38283,213841
38284,40695
38285,864485
38286,379301
38287,418931
38288,633860
38289,400550
38290,476419
38291,741992
38292,247593
38293,62077
38294,91935
38295,755863
38296,148145
38297,204249
38298,627799
38299,247847
38300,589113
38301,67899
38302,759058
38303,26101
38304,199592
38305,293589
38306,820390
38307,557800
38308,456234
38309,748868
38310,299605
38311,453163
38312,385479
38313,737365
38314,169474
38315,437367
38316,276269
38317,132371
38318,237065
38319,2446
38320,784440
38321,836201
38322,206753
38323,80836
38324,144103
38325,465440
38326,766523
38327,260093
38328,412564
38329,631671
38330,661913
38331,466428
38332,407567
38333,680885
38334,290704
38335,180332
38336,390500
38337,59956
38338,649132
38339,352400
38340,325722
38341,487775
38342,75512
38343,333491
38344,577934
38345,525654
38346,214392
38347,579866
38348,525468
38349,238128
38350,365648
38351,351760
38352,531505
38353,237545
38354,730325
38355,371960
38356,737766
38357,866388
38358,631274
38359,39559
38360,147344
38361,749921
38362,444842
38363,249816
38364,858818
38365,135443
38366,736349
38367,625378
38368,463796
38369,405430
38370,329467
38371,62822
38372,582180
38373,747208
38374,656373
38375,472793
38376,182679
38377,766802
38378,578179
38379,462416
38380,24656
38381,474962
38382,602515
38383,869124
38384,584719
38385,330194
38386,231265
38387,328130
38388,751264
38389,461549
38390,790534
38391,352720
38392,341252
38393,575882
38394,739129
38395,254284
38396,751322
38397,89923
38398,426899
38399,827938
38400,531103
38401,45133
38402,315076
38403,359191
38404,698890
38405,636869
38406,581625
38407,81897
38408,870707
38409,303480
38410,358604
38411,737669
38412,528824
38413,54531
38414,421225
38415,680354
38416,440002
38417,2118
38418,863301
38419,188183
38420,344228
38421,197092
38422,21769
38423,104715
38424,401161
38425,234433
38426,244456
38427,27417
38428,865391
38429,23196
38430,298422
38431,827795
38432,126393
38433,806806
38434,170001
38435,322603
38436,591521
38437,804367
38438,848755
38439,217358
38440,199441
38441,636818
38442,215896
38443,530198
38444,332559
38445,264346
38446,244913
38447,638799
38448,38959
38449,713104
38450,799168
38451,375338
38452,388157
38453,291710
38454,24841
38455,634908
38456,778835
38457,356624
38458,710146
38459,418898
38460,13007
38461,219315
38462,836194
38463,240030
38464,284604
38465,266331
38466,294924
38467,10444
38468,298466
38469,846511
38470,571605
38471,759222
38472,791512
38473,791489
38474,591768
38475,572318
38476,812602
38477,664596
38478,841358
38479,207173
38480,88371
38481,80083
38482,98834
38483,248442
38484,175180
38485,363768
38486,94783
38487,832667
38488,477258
38489,827692
38490,618935
38491,368008
38492,614313
38493,124110
38494,531898
38495,356944
38496,452423
38497,386048
38498,399204
38499,495647
38500,92432
38501,824080
38502,572207
38503,741488
38504,53701
38505,239556
38506,592560
38507,162639
38508,54657
38509,378484
38510,328344
