,sdi
199567,434768
199568,96100
199569,332472
199570,132344
199571,158339
199572,102596
199573,130290
199574,233887
199575,446974
199576,411189
199577,524599
199578,433975
199579,267981
199580,628212
199581,572157
199582,401167
199583,642926
199584,766037
199585,830529
199586,629210
199587,688237
199588,206376
199589,252530
199590,807897
199591,770170
199592,373915
199593,336125
199594,166819
199595,115459
199596,576363
199597,732899
199598,379204
199599,416339
199600,28320
199601,285088
199602,860447
199603,556278
199604,750597
199605,68677
199606,468048
199607,433406
199608,248782
199609,521521
199610,321397
199611,774870
199612,780779
199613,302405
199614,368995
199615,94613
199616,440153
199617,149749
199618,861474
199619,575004
199620,639165
199621,448797
199622,374554
199623,532067
199624,564148
199625,210005
199626,523953
199627,120920
199628,742607
199629,206119
199630,866567
199631,867630
199632,765346
199633,664581
199634,841617
199635,183822
199636,754942
199637,5907
199638,456563
199639,315902
199640,79932
199641,781888
199642,634814
199643,151476
199644,556482
199645,120905
199646,721748
199647,149634
199648,812950
199649,23816
199650,373929
199651,16578
199652,1450
199653,860877
199654,204002
199655,562124
199656,864688
199657,181933
199658,194956
199659,99937
199660,331696
199661,591269
199662,132812
199663,72092
199664,143523
199665,742527
199666,853340
199667,330149
199668,663823
199669,863739
199670,390927
199671,304545
199672,388177
199673,192176
199674,714142
199675,298131
199676,164049
199677,252435
199678,790719
199679,749391
199680,391482
199681,755864
199682,454750
199683,343971
199684,755192
199685,738495
199686,133810
199687,107397
199688,631586
199689,127493
199690,839727
199691,765207
199692,558220
199693,366437
199694,640313
199695,349150
199696,793998
199697,99219
199698,779891
199699,424136
199700,671178
199701,774184
199702,550885
199703,197704
199704,548693
199705,800535
199706,195825
199707,50066
199708,362809
199709,253160
199710,373287
199711,242817
199712,339744
199713,34108
199714,478271
199715,565826
199716,763046
199717,667994
199718,842517
199719,456120
199720,305009
199721,849375
199722,355531
199723,43680
199724,206062
199725,20227
199726,671028
199727,36515
199728,574226
199729,351759
199730,423204
199731,254034
199732,779191
199733,792959
199734,143282
199735,94712
199736,57221
199737,74258
199738,114244
199739,480817
199740,473962
199741,6420
199742,185735
199743,96387
199744,240227
199745,64789
199746,124500
199747,590443
199748,41636
199749,685930
199750,576396
199751,522067
199752,106759
199753,767591
199754,473738
199755,755198
199756,291242
199757,651006
199758,478295
199759,567689
199760,754097
199761,31063
199762,549676
199763,50856
199764,755732
199765,801915
199766,841967
199767,458766
199768,482326
199769,669156
199770,240532
199771,822761
199772,51460
199773,195704
199774,44301
199775,700054
199776,41516
199777,356985
199778,721894
199779,331460
199780,48339
199781,265020
199782,639888
199783,293696
199784,269142
199785,759085
199786,163836
199787,754048
199788,124455
199789,712456
199790,287692
199791,838457
199792,269918
199793,841766
199794,467647
199795,763644
199796,124207
199797,800985
199798,121411
199799,752991
199800,850183
199801,20012
199802,810916
199803,682166
199804,862716
199805,737097
199806,764529
199807,72292
199808,141970
199809,452075
199810,368833
199811,861125
199812,453736
199813,261272
199814,804905
199815,200117
199816,588759
199817,202193
199818,132696
199819,759841
199820,661176
199821,351977
199822,308251
199823,152526
199824,563710
199825,441005
199826,154546
199827,771074
199828,82626
199829,68614
199830,688839
199831,871399
199832,398068
199833,202313
199834,276846
199835,119568
199836,132440
199837,448003
199838,86640
199839,281439
199840,688451
199841,751000
199842,706722
199843,641514
199844,408832
199845,722868
199846,822826
199847,571440
199848,849964
199849,287147
199850,128310
199851,653852
199852,616494
199853,466925
199854,364463
199855,285393
199856,59601
199857,141940
199858,170536
199859,813039
199860,67218
199861,50519
199862,485069
199863,94174
199864,105838
199865,355816
199866,260054
199867,688778
199868,80561
199869,391579
199870,630571
199871,452235
199872,800515
199873,47603
199874,744458
199875,449926
199876,115300
199877,446280
199878,492717
199879,241048
199880,365295
199881,368508
199882,338752
199883,618102
199884,699890
199885,547931
199886,408944
199887,347160
199888,430828
199889,290904
199890,290465
199891,49528
199892,340497
199893,248973
199894,222580
199895,563270
199896,437571
199897,64039
199898,115449
199899,748629
199900,526367
199901,470152
199902,529509
199903,412658
199904,22779
199905,853228
199906,751888
199907,633555
199908,738783
199909,757029
199910,530793
199911,812172
199912,532815
199913,653866
199914,679705
199915,801326
199916,144207
199917,675389
199918,632281
199919,650266
199920,446774
199921,100260
199922,478994
199923,94986
199924,747409
199925,406386
199926,320486
199927,361101
199928,642949
199929,383478
199930,698215
199931,675355
199932,278710
199933,215006
199934,828789
199935,448743
199936,278211
199937,112964
199938,802812
199939,271331
199940,73489
199941,394275
199942,47463
199943,846418
199944,206069
199945,398018
199946,393363
199947,135297
199948,496149
199949,131924
199950,766879
199951,850012
199952,584625
199953,81730
199954,429374
199955,689538
199956,110025
199957,788584
199958,591495
199959,174754
199960,760497
199961,552562
199962,56350
199963,277748
199964,633316
199965,118975
199966,43617
199967,777238
199968,394309
199969,130719
199970,166391
199971,748397
199972,783734
199973,538953
199974,24530
199975,373228
199976,237959
199977,114868
199978,527654
199979,802810
199980,176240
199981,327995
199982,746677
199983,80746
199984,201747
199985,330379
199986,729922
199987,34808
199988,751338
199989,631044
199990,88907
199991,135153
199992,140820
199993,834933
199994,820134
199995,455529
199996,871579
199997,287515
199998,169398
199999,645706
200000,311007
200001,131390
200002,847088
200003,639934
200004,282681
200005,645682
200006,700027
200007,810070
200008,828059
200009,322212
200010,382749
200011,611852
200012,336360
200013,262086
200014,656970
200015,201702
200016,178140
200017,397700
200018,567475
200019,465880
200020,214413
200021,662613
200022,373767
200023,288199
200024,66509
200025,303956
200026,103454
200027,46468
200028,27161
200029,680605
200030,650512
200031,109932
200032,98137
200033,153186
200034,787610
200035,844580
200036,562430
200037,842609
200038,588889
200039,121269
200040,326813
200041,463340
200042,381919
200043,81742
200044,777089
200045,581960
200046,814495
200047,388873
200048,51526
200049,551988
200050,35134
200051,463228
200052,628012
200053,826394
200054,415409
200055,795452
200056,737085
200057,858676
200058,365106
200059,458595
200060,842543
200061,333847
200062,466643
200063,698894
200064,379892
200065,576906
200066,197133
200067,230770
200068,794070
200069,741854
200070,250395
200071,496529
200072,35551
200073,157667
200074,658647
200075,37356
200076,36690
200077,313157
200078,325005
200079,163158
200080,843657
200081,150368
200082,122314
200083,170462
200084,270342
200085,372945
200086,34404
200087,31615
200088,557579
200089,626295
200090,137523
200091,841949
200092,419365
200093,711770
200094,824695
200095,388015
200096,94791
200097,474912
200098,831017
200099,299569
200100,441367
200101,762863
200102,488711
200103,392086
200104,520164
200105,2551
200106,323772
200107,174279
200108,813974
200109,841188
200110,380764
200111,262315
200112,289299
200113,702035
200114,800926
200115,566591
200116,850366
200117,141306
200118,191402
200119,411595
200120,744933
200121,874697
200122,692353
200123,160055
200124,478977
200125,571177
200126,572177
200127,629091
200128,486323
200129,286806
200130,287133
200131,482851
200132,380742
200133,41537
200134,348899
200135,744688
200136,848380
200137,285515
200138,112944
200139,842390
200140,462986
200141,771581
200142,27875
200143,587821
200144,739158
200145,817077
200146,165082
200147,488416
200148,383398
200149,188493
200150,758148
200151,154144
200152,517684
200153,788640
200154,205466
200155,804411
200156,826796
200157,845092
200158,728932
200159,285639
200160,373856
200161,681714
200162,852185
200163,316362
200164,799311
200165,856859
200166,744048
200167,172434
200168,875096
200169,698936
200170,729346
200171,790671
200172,421562
200173,482335
200174,310202
200175,824418
200176,408803
200177,645849
200178,148671
200179,518887
200180,313696
200181,339607
200182,437455
200183,82061
200184,709214
200185,573723
200186,524638
200187,316025
200188,72897
200189,75992
200190,431111
200191,387441
200192,42119
200193,279553
200194,841630
200195,576346
200196,670183
200197,794356
200198,405733
200199,715039
200200,569898
200201,42166
200202,313898
200203,710526
200204,296997
200205,770674
200206,685813
200207,268764
200208,294229
200209,129803
200210,464930
200211,326376
200212,440790
200213,187592
200214,866355
200215,738749
200216,140999
200217,52973
200218,559476
200219,777206
200220,68087
200221,275947
200222,60858
200223,745663
200224,629319
200225,77510
200226,74669
200227,136950
200228,570339
200229,87147
200230,71080
200231,203792
200232,407814
200233,488188
200234,377529
200235,733853
200236,198210
200237,87558
200238,343771
200239,375147
200240,111798
200241,525673
200242,385036
200243,269204
200244,455164
200245,760354
200246,356127
200247,430209
200248,557938
200249,628897
200250,776247
200251,799788
200252,682167
200253,311674
200254,204389
200255,517591
200256,235319
200257,672566
200258,322828
200259,602747
200260,671189
200261,722478
200262,314541
200263,280008
200264,113691
200265,464190
200266,468568
200267,74986
200268,84550
200269,69422
200270,242009
200271,823454
200272,676157
200273,354846
200274,363472
200275,161086
200276,311539
200277,751435
200278,652401
200279,417116
200280,296953
200281,578343
200282,472110
200283,409675
200284,283137
200285,579346
200286,145930
200287,761867
200288,44862
200289,147666
200290,92860
200291,263426
200292,124498
200293,739988
200294,252477
200295,770280
200296,146018
200297,318062
200298,761645
200299,299099
200300,413366
200301,477793
200302,104009
200303,52348
200304,49912
200305,120800
200306,723872
200307,71617
200308,340938
200309,39093
200310,345725
200311,129362
200312,261074
200313,251556
200314,430250
200315,146098
200316,234358
200317,664901
200318,731175
200319,148502
200320,289318
200321,639104
200322,854105
200323,348787
200324,448035
200325,747219
200326,182517
200327,820086
200328,337378
200329,201555
200330,315915
200331,141812
200332,446573
200333,787088
200334,127245
200335,686103
200336,562395
200337,211788
200338,588424
200339,120888
200340,253317
200341,267537
200342,65747
200343,854915
200344,52761
200345,562590
200346,570293
200347,330808
200348,326414
200349,831339
200350,865387
200351,135066
200352,527643
200353,492968
200354,564170
200355,326975
200356,156832
200357,342236
200358,439558
200359,164721
200360,616574
200361,791324
200362,56047
200363,841832
200364,808185
200365,339948
200366,340037
200367,238172
200368,309988
200369,271285
200370,497215
200371,346076
200372,473588
200373,359482
200374,519916
200375,646508
200376,61569
200377,539620
200378,480205
200379,395829
200380,739115
200381,412306
200382,613498
200383,635289
200384,159353
200385,222228
200386,676517
200387,389726
200388,760297
200389,54079
200390,312215
200391,493750
200392,88018
200393,453707
200394,562595
200395,276966
200396,710413
200397,160218
200398,195901
200399,790163
200400,376896
200401,418859
200402,348140
200403,397144
200404,51637
200405,421141
200406,185388
200407,292566
200408,386995
200409,93871
200410,670345
200411,127942
200412,329497
200413,468576
200414,862094
200415,185700
200416,796220
200417,762608
200418,80098
200419,849487
200420,714246
200421,326056
200422,518219
200423,92833
200424,673383
200425,671698
200426,574513
200427,689994
200428,584575
200429,101087
200430,124067
200431,581703
200432,182269
200433,239148
200434,281124
200435,365922
200436,491696
200437,243158
200438,715107
200439,319643
200440,669275
200441,761817
200442,108347
200443,490657
200444,277043
200445,779734
200446,413936
200447,239687
200448,192825
200449,835025
200450,55108
200451,53556
200452,289404
200453,119988
200454,203491
200455,864489
200456,384150
200457,486240
200458,522052
200459,714750
200460,376369
200461,278439
200462,789032
200463,625642
200464,817490
200465,807657
200466,466712
200467,453894
200468,169597
200469,532053
200470,743592
200471,383607
200472,795139
200473,625128
200474,129196
200475,277508
200476,56162
200477,548826
200478,331868
200479,834643
200480,203394
200481,141584
200482,849264
200483,404091
200484,71103
200485,128877
200486,276174
200487,832447
200488,286668
200489,565437
200490,742721
200491,833881
200492,371676
200493,133691
200494,640220
200495,135639
200496,263796
200497,245201
200498,752347
200499,132370
200500,321664
200501,871539
200502,748338
200503,76060
200504,79573
200505,776563
200506,66033
200507,386598
200508,307575
200509,88286
200510,115548
200511,677021
200512,642632
200513,279719
200514,175188
200515,410664
200516,391921
200517,92903
200518,305208
200519,60152
200520,575477
200521,195991
200522,774166
200523,697720
200524,528260
200525,387067
200526,157308
200527,375172
200528,819807
200529,375197
200530,770391
200531,117141
200532,823581
200533,267601
200534,215356
200535,550423
200536,131217
200537,312655
200538,307538
200539,674006
200540,858712
200541,465599
200542,49982
200543,419187
200544,187535
200545,786533
200546,830985
200547,248687
200548,186839
200549,22776
200550,591858
200551,362637
200552,345727
200553,778718
200554,562170
200555,472605
200556,623208
200557,182822
200558,336462
200559,443734
200560,215353
200561,92151
200562,482451
200563,416752
200564,772373
200565,398294
200566,160036
200567,91662
200568,472026
200569,665032
200570,465555
200571,520114
200572,33805
200573,237740
200574,30257
200575,125865
200576,739311
200577,556306
200578,807722
200579,19071
200580,437714
200581,424425
200582,864820
200583,636517
200584,549709
200585,633880
200586,444483
200587,587851
200588,413327
200589,862152
200590,161729
200591,40840
200592,351627
200593,44133
200594,299968
200595,291275
200596,482897
200597,558349
200598,295909
200599,288342
200600,785253
200601,486943
200602,670589
200603,571452
200604,494079
200605,12076
200606,466718
200607,326519
200608,451872
200609,679640
200610,681993
200611,410034
200612,164557
200613,139203
200614,441038
200615,150371
200616,653955
200617,671554
200618,662607
200619,27219
200620,452785
200621,794478
200622,661488
200623,410401
200624,851323
200625,242674
200626,735754
200627,347688
200628,242101
200629,640588
200630,475832
200631,141690
200632,611309
200633,224617
200634,584522
200635,48550
200636,191028
200637,490590
200638,70990
200639,573748
200640,123738
200641,23429
200642,387033
200643,365994
200644,102848
200645,815131
200646,649009
200647,197932
200648,624345
200649,496523
200650,848199
200651,868887
200652,45328
200653,231454
200654,859072
200655,612929
200656,710278
200657,818285
200658,147639
200659,401726
200660,695996
200661,652956
200662,789498
200663,476070
200664,778493
200665,135138
200666,185070
200667,21938
200668,673943
200669,567398
200670,113059
200671,529533
200672,48262
200673,411603
200674,76105
200675,525195
200676,827772
200677,484930
200678,859171
200679,81942
200680,125152
200681,384008
200682,84079
200683,153706
200684,551692
200685,373026
200686,10085
200687,636193
200688,357002
200689,780628
200690,788406
200691,520060
200692,404639
200693,488435
200694,18985
200695,393817
200696,56303
200697,845311
200698,326279
200699,60036
200700,848330
200701,846674
200702,182454
200703,219190
200704,335100
200705,273224
200706,857937
200707,569382
200708,180496
200709,763203
200710,690819
200711,242643
200712,661076
200713,433864
200714,563867
200715,221472
200716,370980
200717,565484
200718,157056
200719,90938
200720,477829
200721,88020
200722,456283
200723,788245
200724,564440
200725,245913
200726,353686
200727,798598
200728,268451
200729,173518
200730,729227
200731,180589
200732,5499
200733,848200
200734,834681
200735,107384
200736,673870
200737,669139
200738,711822
200739,45570
200740,88891
200741,180039
200742,518081
200743,401829
200744,702003
200745,39170
200746,40083
200747,356709
200748,34373
200749,341271
200750,642245
200751,851090
200752,567759
200753,550583
200754,164197
200755,742474
200756,616036
200757,314769
200758,392928
200759,66233
200760,564796
200761,260447
200762,611674
200763,824652
200764,482781
200765,338637
200766,821225
200767,835230
200768,68330
200769,568407
200770,765451
200771,251863
200772,66034
200773,559962
200774,848492
200775,356397
200776,194919
200777,838662
200778,443718
200779,112421
200780,324282
200781,816563
200782,11082
200783,651734
200784,133452
200785,477412
200786,757278
200787,35259
200788,812581
200789,46752
200790,264304
200791,824956
200792,652953
200793,416422
200794,186841
200795,48154
200796,195124
200797,32528
200798,282644
200799,132001
200800,329363
200801,768387
200802,13531
200803,199539
200804,839052
200805,737533
200806,771724
200807,523424
200808,734702
200809,828392
200810,641008
200811,386429
200812,153120
200813,364351
200814,827536
200815,50956
200816,236006
200817,273590
200818,315707
200819,686087
200820,566890
200821,442402
200822,483045
200823,346911
200824,872040
200825,348425
200826,556587
200827,835580
200828,60071
200829,304511
200830,54027
200831,805451
200832,572066
200833,217961
200834,195158
200835,632007
200836,249665
200837,147508
200838,743737
200839,210470
200840,744762
200841,792221
200842,347511
200843,454694
200844,848772
200845,172024
200846,159804
200847,390828
200848,34016
200849,748355
200850,862751
200851,764983
200852,308835
200853,618953
200854,424768
200855,242004
200856,455557
200857,330483
200858,835604
200859,465683
200860,295937
200861,530263
200862,159317
200863,637390
200864,39166
200865,176689
200866,794068
200867,473471
200868,470830
200869,285222
200870,308843
200871,60806
200872,602485
200873,627093
200874,633189
200875,682466
200876,858845
200877,528766
200878,128360
200879,636027
200880,17346
200881,783511
200882,805980
200883,658834
200884,390166
200885,300019
200886,384764
200887,567978
200888,438449
200889,637422
200890,161928
200891,244535
200892,46462
200893,759707
200894,276913
200895,496989
200896,808385
200897,711837
200898,864107
200899,844760
200900,485846
200901,566905
200902,638066
200903,383075
200904,469049
200905,861440
200906,766739
200907,471040
200908,469970
200909,344687
200910,75133
200911,497256
200912,48192
200913,547279
200914,722618
200915,309839
200916,323817
200917,628735
200918,444743
200919,862380
200920,405173
200921,645925
200922,444780
200923,629083
200924,491695
200925,711432
200926,776899
200927,661297
200928,217405
200929,760848
200930,400109
200931,864520
200932,60963
200933,612165
200934,307663
200935,250755
200936,31622
200937,114421
200938,565647
200939,856155
200940,196374
200941,318315
200942,199358
200943,115043
200944,188050
200945,672674
200946,411620
200947,469299
200948,434136
200949,676352
200950,54948
200951,318922
200952,812596
200953,469125
200954,590808
200955,37002
200956,640749
200957,192605
200958,345738
200959,309067
200960,673737
200961,118503
200962,613726
200963,449992
200964,755591
200965,580040
200966,552531
200967,168546
200968,441915
200969,802896
200970,168705
200971,123276
200972,271038
200973,813244
200974,771439
200975,793653
200976,492882
200977,94824
200978,195458
200979,232663
200980,656454
200981,136944
200982,238391
200983,858620
200984,670159
200985,473760
200986,122389
200987,176196
200988,812915
200989,85896
200990,186635
200991,18855
200992,270734
200993,564132
200994,742517
200995,176174
200996,823559
200997,847371
200998,2568
200999,488141
201000,14577
201001,374743
201002,623757
201003,436284
201004,93869
201005,91722
201006,835028
201007,631828
201008,59352
201009,358896
201010,290319
201011,439342
201012,745078
201013,588364
201014,298125
201015,830513
201016,366862
201017,39496
201018,523495
201019,641535
201020,529777
201021,434056
201022,553340
201023,70651
201024,265840
201025,569489
201026,193053
201027,354455
201028,373416
201029,373311
201030,614821
201031,428655
201032,59533
201033,69294
201034,339647
201035,814498
201036,140144
201037,589090
201038,67434
201039,65237
201040,796495
201041,18582
201042,823582
201043,752711
201044,752210
201045,790678
201046,614781
201047,319638
201048,764095
201049,755488
201050,81984
201051,575030
201052,567542
201053,415704
201054,791480
201055,137966
201056,827010
201057,827911
201058,728934
201059,389894
201060,575348
201061,672216
201062,483877
201063,456466
201064,816752
201065,377658
201066,371212
201067,578825
201068,579343
201069,448735
201070,329988
201071,17865
201072,242158
201073,371684
201074,204950
201075,673044
201076,325184
201077,807211
201078,659504
201079,355420
201080,148477
201081,168509
201082,448974
201083,591616
201084,301737
201085,260679
201086,50502
201087,671180
201088,226659
201089,818997
201090,236116
201091,743869
201092,319261
201093,779783
201094,683466
201095,800510
201096,791216
201097,443532
201098,111924
201099,461603
201100,142890
201101,475821
201102,868336
201103,487050
201104,78658
201105,409582
201106,322764
201107,517694
201108,865307
201109,465962
201110,164183
201111,147207
201112,81735
201113,91663
201114,562844
201115,448546
201116,112110
201117,415406
201118,494968
201119,434173
201120,328770
201121,472944
201122,566049
201123,851976
201124,71705
201125,869119
201126,860908
201127,137401
201128,26132
201129,239682
201130,810180
201131,568377
201132,482993
201133,530870
201134,810082
201135,870186
201136,710328
201137,857581
201138,436830
201139,159341
201140,357000
201141,410260
201142,732080
201143,490152
201144,53420
201145,477705
201146,760517
201147,154455
201148,270922
201149,372493
201150,391247
201151,745800
201152,265031
201153,77919
201154,585288
201155,331012
201156,186853
201157,246647
201158,531884
201159,797740
201160,56483
201161,437155
201162,681652
201163,408188
201164,245239
201165,748385
201166,326270
201167,518112
201168,244006
201169,681339
201170,463214
201171,226311
201172,435632
201173,686362
201174,361359
201175,841765
201176,385023
201177,345713
201178,191428
201179,162673
201180,461238
201181,130224
201182,430283
201183,827120
201184,183161
201185,308119
201186,746350
201187,433088
201188,418314
201189,571532
201190,326563
201191,468413
201192,751001
201193,523962
201194,312876
201195,760176
201196,483453
201197,409730
201198,769857
201199,472503
201200,603260
201201,343998
201202,127464
201203,189420
201204,141555
201205,714908
201206,480601
201207,559806
201208,805338
201209,304869
201210,201471
201211,383563
201212,453306
201213,144312
201214,826405
201215,281651
201216,763886
201217,659115
201218,381620
201219,860025
201220,450162
201221,770120
201222,236080
201223,860465
201224,49531
201225,494644
201226,497189
201227,113909
201228,636136
201229,329186
201230,702392
201231,62725
201232,10815
201233,840669
201234,767600
201235,812447
201236,40824
201237,290062
201238,785965
201239,283704
201240,745847
201241,135927
201242,738118
201243,68955
201244,818283
201245,437306
201246,866127
201247,178079
201248,682845
201249,380178
201250,565717
201251,152426
201252,355945
201253,801621
201254,102714
201255,679980
201256,317178
201257,82005
201258,383006
201259,410729
201260,158315
201261,870865
201262,650658
201263,691277
201264,107726
201265,439347
201266,46975
201267,408595
201268,25266
201269,273953
201270,359286
201271,20061
201272,295568
201273,662169
201274,613834
201275,570513
201276,636709
201277,427128
201278,318455
201279,692994
201280,346608
201281,361300
201282,560219
201283,93730
201284,387124
201285,335938
201286,467679
201287,856345
201288,730662
201289,649785
201290,768769
201291,872360
201292,679583
201293,50937
201294,638918
201295,475344
201296,340766
201297,723873
201298,367003
201299,520263
201300,738684
201301,416562
201302,392852
201303,485399
201304,488464
201305,150978
201306,746986
201307,382036
201308,731698
201309,18401
201310,358262
201311,264284
201312,269027
201313,263575
201314,58524
201315,248780
201316,237866
201317,423221
201318,177201
201319,327264
201320,521719
201321,742456
201322,276998
201323,571079
201324,20054
201325,693165
201326,53423
201327,581383
201328,477231
201329,181781
201330,280772
201331,766489
201332,745725
201333,338708
201334,804408
201335,168239
201336,784078
201337,264195
201338,450190
201339,125158
201340,43910
201341,263325
201342,429933
201343,826521
201344,102639
201345,195650
201346,429308
201347,382971
201348,780452
201349,733594
201350,829965
201351,483812
201352,772607
201353,708699
201354,665787
201355,680191
201356,788237
201357,848425
201358,741884
201359,408393
201360,229415
201361,69077
201362,761222
201363,761315
201364,419104
201365,686159
201366,614469
201367,746932
201368,289946
201369,539548
201370,522577
201371,520761
201372,85380
201373,564293
201374,868942
201375,386008
201376,297873
201377,6694
201378,794903
201379,528769
201380,101223
201381,382449
201382,64179
201383,142610
201384,375031
201385,618491
201386,261980
201387,722396
201388,760630
201389,765528
201390,549947
201391,422801
201392,261003
201393,471858
201394,314422
201395,108969
201396,570624
201397,114776
201398,325771
201399,789064
201400,43969
201401,408690
201402,846587
201403,213727
201404,161795
201405,346397
201406,811986
201407,48157
201408,682949
201409,437916
201410,775567
201411,4259
201412,31684
201413,130267
201414,847834
201415,755555
201416,126902
201417,832691
201418,520120
201419,749903
201420,385476
201421,736367
201422,56258
201423,572326
201424,177037
201425,215745
201426,35710
201427,566392
201428,404803
201429,850190
201430,636032
201431,646490
201432,633120
201433,851905
201434,299005
201435,774789
201436,157210
201437,289940
201438,639990
201439,100916
201440,26906
201441,656919
201442,591794
201443,444567
201444,97833
201445,776357
201446,75328
201447,396269
201448,28753
201449,491511
201450,487087
201451,388474
201452,305407
201453,775763
201454,427389
201455,381881
201456,71349
201457,125222
201458,34818
201459,73424
201460,238020
201461,734277
201462,624412
201463,731317
201464,135569
201465,413933
201466,324271
201467,269190
201468,759198
201469,558624
201470,495128
201471,366073
201472,114735
201473,227859
201474,773362
201475,95796
201476,365492
201477,776119
201478,740333
201479,771272
201480,387175
201481,152986
201482,775729
201483,98103
201484,590130
201485,95083
201486,549693
201487,825558
201488,125510
201489,35027
201490,165359
201491,102995
201492,191853
201493,131315
201494,244412
201495,602384
201496,48507
201497,92789
201498,280509
201499,743554
201500,270956
201501,863264
201502,564076
201503,136784
201504,259856
201505,248573
201506,737728
201507,85642
201508,785922
201509,421987
201510,427324
201511,442683
201512,730644
201513,626302
201514,845762
201515,493432
201516,160237
201517,778333
201518,283403
201519,845392
201520,566599
201521,685852
201522,618941
201523,731273
201524,261323
201525,40446
201526,32117
201527,648016
201528,868906
201529,51802
201530,738755
201531,452145
201532,170368
201533,736995
201534,74155
201535,312042
201536,495045
201537,698018
201538,114338
201539,842283
201540,125542
201541,15991
201542,65298
201543,779714
201544,494585
201545,57450
201546,559485
201547,356741
201548,168543
201549,105732
201550,346045
201551,12173
201552,753078
201553,743184
201554,469130
201555,46501
201556,538653
201557,575977
201558,367387
201559,676640
201560,872116
201561,154332
201562,640969
201563,560265
201564,802030
201565,519208
201566,160943
201567,321053
201568,19890
201569,323858
201570,861842
201571,316082
201572,126465
201573,623241
201574,581065
201575,806430
201576,253263
201577,733170
201578,105821
201579,547597
201580,762059
201581,143415
201582,444303
201583,284230
201584,57421
201585,814527
201586,156060
201587,495509
201588,150307
201589,126236
201590,466564
201591,757771
201592,772888
201593,392160
201594,574330
201595,458743
201596,463474
201597,723112
201598,824198
201599,31262
201600,742477
201601,854728
201602,19012
201603,251566
201604,458751
201605,142651
201606,841914
201607,458810
201608,752019
201609,261186
201610,285116
201611,815182
201612,460421
201613,299126
201614,757382
201615,621944
201616,288768
201617,806721
201618,110586
201619,50575
201620,456505
201621,821318
201622,485114
201623,572648
201624,301181
201625,862208
201626,413406
201627,211197
201628,822881
201629,343917
201630,611117
201631,678136
201632,275898
201633,871330
201634,468098
201635,187224
201636,319801
201637,613509
201638,455905
201639,857606
201640,613488
201641,99450
201642,867090
201643,246043
201644,666444
201645,137963
201646,218728
201647,246034
201648,863731
201649,423534
201650,474050
201651,162037
201652,378967
201653,223349
201654,66239
201655,80274
201656,41974
201657,556562
201658,177981
201659,56633
201660,547004
201661,864995
201662,41675
201663,187707
201664,642136
201665,89383
201666,551298
201667,98096
201668,527901
201669,467785
201670,473563
201671,527257
201672,680952
201673,623850
201674,631298
201675,657481
201676,421011
201677,614952
201678,31694
201679,22999
201680,84217
201681,41770
201682,88551
201683,519528
201684,43588
201685,455189
201686,409086
201687,268005
201688,202010
201689,306280
201690,162667
201691,805303
201692,475864
201693,675454
201694,147964
201695,424572
201696,835136
201697,458994
201698,289086
201699,663841
201700,411676
201701,350356
201702,377521
201703,698302
201704,216099
201705,634915
201706,243712
201707,662611
201708,847527
201709,237234
201710,849007
201711,271770
201712,409478
201713,454598
201714,350971
201715,168139
201716,396195
201717,426068
201718,742926
201719,224801
201720,67986
201721,433385
201722,586224
201723,771026
201724,310660
201725,744385
201726,237480
201727,28086
201728,773877
201729,453822
201730,381309
201731,372348
201732,648115
201733,260262
201734,686722
201735,399857
201736,27482
201737,283117
201738,804248
201739,487729
201740,490162
201741,106263
201742,804773
201743,149739
201744,837441
201745,786495
201746,824276
201747,576444
201748,285246
201749,276855
201750,315207
201751,848414
201752,866916
201753,237040
201754,702029
201755,91760
201756,687254
201757,61580
201758,836484
201759,763447
201760,325718
201761,739717
201762,774234
201763,379297
201764,191835
201765,164700
201766,800884
201767,360397
201768,195758
201769,209240
201770,674904
201771,843557
201772,551894
201773,737362
201774,857372
201775,571071
201776,800387
201777,353382
201778,723227
201779,858062
201780,816802
201781,238047
201782,18687
201783,873080
201784,642903
201785,59541
201786,316055
201787,320716
201788,433282
201789,714620
201790,290884
201791,273985
201792,300546
201793,654867
201794,778452
201795,322976
201796,566880
201797,634329
201798,416793
201799,846814
201800,386646
201801,632782
201802,140768
201803,739675
201804,332609
201805,806213
201806,827446
201807,128321
201808,52222
201809,321545
201810,157059
201811,266395
201812,179359
201813,332286
201814,437028
201815,129477
201816,165356
201817,122852
201818,43582
201819,637574
201820,679623
201821,265871
201822,682977
201823,318519
201824,867474
201825,40286
201826,408396
201827,288107
201828,288886
201829,662732
201830,486963
201831,302748
201832,851898
201833,475600
201834,108888
201835,443296
201836,13886
201837,58349
201838,134589
201839,133371
201840,344592
201841,442789
201842,171097
201843,29835
201844,659147
201845,809662
201846,624481
201847,457254
201848,851428
201849,663160
201850,449897
201851,801108
201852,824221
201853,56282
201854,602536
201855,757812
201856,731209
201857,815433
201858,807600
201859,430231
201860,40209
201861,783873
201862,850657
201863,551339
201864,585693
201865,470407
201866,795693
201867,74110
201868,244581
201869,355289
201870,756504
201871,306797
201872,824911
201873,22701
201874,637940
201875,392164
201876,812769
201877,397929
201878,211779
201879,568550
201880,373764
201881,814217
201882,772543
201883,551169
201884,530270
201885,275047
201886,129581
201887,231313
201888,794813
201889,627184
201890,386424
201891,848769
201892,823449
201893,127258
201894,310641
201895,183498
201896,424667
201897,312885
201898,733109
